osmid,y_quant,x_quant
246828507,111,129
246834894,113,126
246838043,95,120
247329119,85,196
247329186,85,191
247357596,89,178
247357672,90,184
247357760,88,186
247358603,83,190
247367269,104,119
247367974,103,116
247367976,103,120
247367977,102,116
247368180,100,116
247369590,97,116
247369593,97,115
247372235,109,127
247373145,104,127
247373153,102,125
247375062,98,112
247375088,97,111
247375090,97,111
247384068,209,203
247384073,209,201
247384249,197,193
247384318,164,183
247384490,108,106
247384491,107,105
247385606,115,112
247769708,88,189
248117312,93,186
248397476,88,177
248397526,104,160
248403351,98,157
248403358,98,158
251128000,83,194
251128003,82,195
251128084,82,198
251562794,86,118
253180493,63,112
253180496,65,107
253180500,60,106
253180503,65,106
253180505,60,108
253180507,58,110
253180509,58,107
253180510,59,114
253180522,58,115
255282669,57,98
255704081,64,109
255818246,161,230
255818253,172,231
256593959,110,140
256593965,112,138
258041253,88,145
258046227,94,149
258046234,96,148
258112235,115,155
258112360,116,154
258112361,116,154
258112362,117,153
258112660,117,157
258112661,117,159
258159727,119,161
258159728,120,162
258160388,119,162
258161293,120,160
258161294,121,160
258161296,122,158
258161838,122,163
258162257,118,158
258162499,118,156
258163372,119,157
258166155,114,152
258171478,118,149
258182208,113,152
258184216,115,155
258184403,113,157
258184699,113,142
258184726,111,139
258353131,59,122
258585820,61,118
258585825,62,117
258585846,63,119
258585851,61,117
258585852,62,117
258585859,62,116
258585921,59,123
258585935,56,123
258845102,55,115
259021002,55,130
259021027,54,128
259021028,54,127
259021030,55,126
259021033,51,126
259021036,53,128
259021042,58,133
259021043,56,131
259021045,57,130
259021051,52,125
259021054,53,124
259021057,52,129
259021064,56,133
259021066,56,134
259021067,58,133
259021137,58,133
259021139,55,134
259194579,48,131
259194594,54,136
259194597,52,137
259194708,41,133
259194711,43,134
259194712,44,134
259194714,46,135
259194717,47,136
259194719,48,136
259194725,51,136
259194727,43,132
259194729,46,133
259194739,50,134
259194742,48,135
259194760,51,132
259194763,50,131
259199301,49,139
259199338,50,138
259199341,50,136
259199343,51,140
259199344,51,141
259443107,66,145
259443108,61,143
259443113,66,142
259443116,66,141
259692281,105,92
259692422,103,99
259692830,104,101
259692842,108,106
259813324,62,177
259813325,62,177
260336775,59,207
260402110,31,107
260402111,31,107
260770587,33,104
260770592,33,102
260770594,33,102
260770655,25,104
260770658,23,104
260770663,21,103
260770673,18,101
260770674,18,100
260770679,18,96
260770682,26,98
260770687,24,99
260770690,25,103
260770695,24,97
260770701,21,95
260770706,23,98
260770711,17,100
260770714,18,100
260770715,20,101
260770717,19,100
260770718,18,99
260770723,17,99
260770727,18,99
260770728,19,98
260770733,19,98
260770736,19,97
260770749,35,103
260770750,35,103
260770752,37,103
260770758,35,103
260770759,35,104
260770785,30,105
260770786,30,105
260770791,28,106
260770798,30,107
260770857,20,98
260770880,18,97
260770882,19,97
260770885,23,102
260770889,23,104
260770892,22,102
260770897,21,99
260770898,20,99
260770899,21,102
261722459,44,104
261722475,51,113
261722536,54,105
261722537,53,107
261727184,32,101
261727187,26,102
261727188,27,102
261727190,29,101
261727197,31,101
261727201,26,101
261727207,26,104
261727233,29,100
262000132,15,101
262000240,4,103
262000273,15,103
262000360,23,108
262000368,21,107
262000373,16,107
262000382,15,104
262000396,16,104
262000400,14,105
262011117,4,105
262552212,35,210
262552345,37,226
266464231,190,201
267549406,102,138
267876675,24,91
268656888,81,121
268656889,82,121
269297470,208,183
269403623,242,227
270831534,24,120
272065575,62,209
272065584,62,210
272065619,62,217
272065636,65,217
272065675,67,217
272065703,71,215
272065773,69,219
272065791,67,220
272065838,62,221
272065860,66,219
272065877,62,221
272065906,62,217
272065909,61,217
272065918,59,212
272065951,61,211
272237219,100,131
272238182,107,140
272238187,106,141
272238188,104,141
272240191,106,144
272240635,105,139
272246796,103,140
272249178,117,121
277265201,118,152
277278472,60,218
277278476,61,221
277279455,59,218
277282522,41,224
277282552,48,234
277282553,51,233
277282558,52,237
277282612,69,219
277282616,73,216
277282621,58,219
277282622,58,214
277282623,56,215
277381495,52,199
277381508,48,196
277381511,51,196
277381516,46,195
277381595,53,192
277381598,52,190
277381607,51,194
277381611,54,190
277381616,52,191
277381620,53,189
277381639,50,192
277381649,48,192
277387021,56,194
277387052,53,197
277387056,55,193
277387073,57,195
277387080,59,196
277387093,62,196
277387098,63,195
277731281,40,198
277731293,42,196
277731294,41,198
277731299,41,196
277731341,59,199
277731347,62,199
277731354,58,198
277731360,60,198
277731364,59,201
277731365,61,199
277731366,61,201
277731367,62,200
277731372,62,198
277731375,63,198
277731385,64,198
277731436,50,227
277731447,48,227
278557811,51,227
278557813,52,228
278557816,53,228
278557820,58,222
278557823,50,229
278582513,52,231
278582528,50,231
278582533,51,231
278582545,53,234
278582575,48,231
278582577,48,232
278582580,47,232
278582584,48,232
278582585,49,232
278582587,48,228
278582589,48,230
278582591,49,229
278582594,50,229
278582605,51,229
278582611,50,228
278582634,58,221
278582635,57,220
278582700,59,222
278586423,50,224
278586425,48,235
278586787,52,227
279750354,135,78
279752664,114,109
279803147,95,116
279803660,105,112
279813958,102,139
279813964,112,131
280231595,35,205
281525508,106,142
281525990,115,135
281761263,86,137
281768850,83,135
281804446,86,138
281807727,86,138
281807729,88,141
281808123,88,143
281809648,85,137
281811311,83,140
282041339,63,167
282041340,63,168
282041421,79,132
282041422,80,131
282041423,80,131
282041426,78,133
282041431,75,132
282041432,77,133
282041435,80,138
282041436,80,139
282041448,76,131
282183146,80,138
282183201,84,143
282183408,85,142
282301804,21,39
282301836,20,39
283171112,81,139
283171113,85,140
283171116,74,131
285606937,16,31
285606976,2,40
285607033,5,37
285607044,5,39
285607056,7,42
289374646,85,161
289374649,84,160
289374921,68,156
289374949,69,156
289374968,91,165
289516384,72,202
289518741,80,197
289518761,82,196
289518850,79,201
289518855,78,198
289518897,78,200
289518963,79,200
289519047,87,192
289519049,87,191
289519111,85,195
289519169,86,194
289519242,85,193
289519314,89,191
290304549,100,154
290304560,102,149
290385622,244,227
290385647,249,230
290451286,99,151
290451289,95,151
290451295,97,154
290451299,101,155
290451316,106,155
290451318,104,157
290451326,107,158
290451715,61,211
290451787,58,188
290672295,94,148
290672297,94,148
290672298,93,148
290803775,166,199
290803778,166,199
290803888,233,228
290803890,233,226
290803896,233,226
290803904,235,226
290806759,219,214
290806763,216,217
290831094,64,168
290831503,56,174
290985120,89,217
290985144,87,217
290986156,66,216
290986258,65,217
290986279,65,217
290989560,64,197
290989573,65,197
292256497,103,103
292256499,101,99
292256500,102,103
292286003,104,102
292286017,103,101
292635505,80,180
292635514,80,181
292635605,87,177
292635617,87,178
293425914,112,174
293426096,107,152
295143608,211,186
295985903,108,116
296247259,123,144
296247260,124,144
296909620,255,234
297102334,143,166
297102392,140,161
297102405,141,159
297105402,140,164
297105403,140,165
297105404,140,165
297105413,143,167
297105416,144,170
297105432,149,171
297105464,145,168
297105481,155,175
298123502,109,139
300014881,84,108
300014886,85,106
300014888,86,104
300014890,88,105
300014892,87,106
301145458,113,107
302048803,54,105
303343021,113,99
303959869,89,173
303959973,90,174
312973971,148,229
315003644,106,148
315003647,105,147
315003656,88,133
315003663,88,132
318305751,88,131
318305756,87,133
318305759,87,133
318305763,87,134
318305766,87,134
318550725,117,97
318675680,102,116
319621300,78,180
320554259,114,99
320554262,114,99
320700487,102,157
321330319,0,0
321745322,27,105
322005561,80,115
322011238,57,106
322903393,92,188
330446321,87,106
330634094,165,231
330634139,161,230
330866498,77,152
331184456,114,88
331318140,65,105
332649729,107,93
335919460,72,137
340108650,110,160
340108653,111,158
340108660,112,162
340108706,110,154
343376374,65,94
343598694,97,138
343599130,102,127
343599412,96,137
343599654,96,137
343599680,97,137
343600047,106,148
343600057,108,149
343600240,108,149
344105848,99,132
344105862,100,132
344111339,102,116
344111833,104,119
344114270,100,122
344115654,99,121
344120600,98,115
344133253,86,125
344133275,85,127
344308854,97,123
346266322,56,105
354422206,60,91
354422221,61,93
354422223,61,92
354422238,62,91
357179201,94,84
357179203,94,84
360385776,229,220
360385789,236,223
360727554,62,108
360727557,61,112
361086915,108,150
364074910,216,183
368345642,48,208
368345972,46,208
369042978,182,192
369045692,199,197
371483494,158,254
371483496,152,231
371483502,153,233
371483505,153,233
371483517,154,236
371483539,157,250
371483540,158,252
371483568,158,230
371483580,156,233
371483730,221,223
371483745,222,223
371483752,222,219
371483762,225,221
371483797,224,226
371483828,235,229
371483833,237,229
375980336,230,220
379547003,119,191
379547047,121,185
379547051,120,184
380401585,156,235
380401587,157,235
380401588,159,237
380401589,160,237
380401592,158,239
380401598,158,239
380401599,162,233
380401600,164,231
380401601,158,234
380401602,160,232
380401603,157,233
380401604,159,231
380401616,153,235
380401617,151,237
380401621,151,239
380401622,150,235
380401623,150,236
380401625,152,241
380401626,153,242
380401627,153,242
380401630,153,244
380401635,157,244
380401640,160,247
380401647,155,244
380401649,151,236
380401652,152,238
380401654,152,235
380401657,155,238
380401665,156,240
380401672,149,239
380401673,148,238
380401674,150,238
380401676,147,239
387629982,204,200
387629988,205,201
387629996,210,206
387629997,206,202
387629998,207,201
387629999,203,203
387630007,211,204
387630020,218,215
387630022,214,210
387630026,216,213
387630029,218,219
387630035,218,215
387630036,223,218
387630050,230,222
393391346,156,248
393391347,155,248
393391351,154,246
393391354,153,247
393391355,153,246
393391364,155,253
393391376,155,251
393391378,155,253
393391380,156,255
410630936,3,102
411019446,123,135
442442987,103,99
442442988,100,98
458278387,56,105
458278462,63,92
458973780,100,100
469788268,110,108
471775849,148,173
474386477,64,95
478929767,163,183
478935648,164,182
478935752,163,181
482373525,65,194
510618509,192,191
510618536,190,194
524453883,107,159
524453901,160,236
524453910,164,235
536362396,181,197
537506263,190,191
564725714,181,191
564725715,181,193
566055315,162,199
566175628,165,181
566175629,166,184
566175630,167,182
566175631,166,183
566175632,164,182
566175633,166,182
566175643,169,182
566175674,170,183
566618183,176,188
566618185,176,187
566618213,181,189
566679810,176,188
566680431,179,190
571363017,166,200
571363040,171,200
581797818,5,40
581797826,5,40
581797890,6,42
581800266,6,39
581947880,101,127
609237854,120,131
609237895,121,136
626976908,92,167
639680497,69,195
639680646,66,195
685789556,63,146
697187135,57,107
701532282,226,220
701539084,223,220
701539089,224,223
702971891,238,217
709006460,207,199
728858972,124,145
731226365,124,145
774055179,88,125
907930338,68,187
907930343,72,184
976899384,104,146
977712074,53,200
979486510,82,188
980675772,55,202
1019184906,59,181
1019185202,59,179
1019185206,61,177
1019185240,61,175
1019185562,57,182
1019185856,57,181
1102913770,43,234
1259617361,237,227
1259617370,236,227
1262398187,167,166
1287850248,98,121
1287875227,57,109
1287875755,57,109
1287875766,58,109
1314112164,49,236
1323653535,72,105
1345785717,27,104
1350114357,166,199
1350114370,166,199
1350114399,166,200
1350114435,167,201
1360806650,126,167
1368987650,108,107
1368987661,109,107
1384066168,108,150
1395188125,97,115
1403856489,97,140
1403856534,98,140
1404923171,89,128
1404923178,89,128
1404923529,92,147
1404923743,94,132
1404924146,99,152
1404924151,99,152
1405790813,80,129
1413474064,85,104
1417402030,95,122
1428980910,81,122
1439641257,193,192
1446355178,88,133
1468409280,145,114
1476476061,82,180
1501361851,84,116
1501361875,85,117
1501483021,207,186
1501483036,209,184
1521536370,65,180
1540687117,98,126
1547516144,89,86
1550214775,232,224
1550214782,233,225
1556919323,96,139
1556919325,95,139
1556919359,100,127
1561307196,113,119
1561307374,50,109
1561307415,47,107
1561307491,46,111
1561307558,46,107
1561307559,51,108
1561307571,113,119
1561307718,110,116
1561307726,24,93
1585928057,99,153
1585928355,107,168
1586344101,31,60
1591146355,168,190
1591469141,90,144
1591469458,95,151
1591469489,98,153
1600176507,108,106
1600176513,109,106
1604084494,61,90
1604084534,61,90
1610342531,216,208
1610342558,215,209
1620783442,84,110
1622441974,108,113
1622442300,108,113
1622444428,110,116
1623976380,116,124
1628520535,149,174
1632957356,159,177
1643366299,55,196
1644537162,52,190
1644537411,53,195
1644537447,53,192
1651812518,57,220
1651812523,58,220
1651827144,96,115
1651827294,103,117
1651849911,104,113
1653210776,70,216
1657359995,68,217
1670811676,114,99
1707320075,68,157
1707321380,74,190
1710153198,102,162
1714748902,33,104
1714748951,33,103
1721968841,148,227
1725310291,68,109
1726511330,96,129
1726651316,58,106
1728046070,69,117
1728048221,76,120
1728222809,154,250
1729098111,31,107
1780646683,96,141
1780669042,158,234
1807478992,173,233
1808485095,174,234
1824876264,108,168
1824876269,110,169
1824876270,110,167
2031731390,124,163
2031731474,125,163
2031731977,128,171
2080229194,22,101
2080229199,21,100
2083201041,101,128
2097993617,122,136
2105501089,101,127
2108520129,97,122
2108520138,99,122
2108520139,99,122
2116549155,68,109
2132493545,66,193
2153297318,111,144
2295467699,45,137
2302524086,57,180
2302524141,58,181
2329771574,107,113
2361045688,87,190
2377494247,221,217
2378537352,222,218
2378537355,223,217
2378537362,224,225
2384729476,235,230
2417062786,116,151
2435492166,116,121
2456850944,57,109
2456850951,57,109
2598271997,69,117
2604850303,102,127
2728287914,88,105
2760649990,53,82
2824236802,56,105
2824236809,56,106
2824236812,56,105
2883117721,84,125
2896006470,191,197
2897253810,104,120
2897266366,101,128
2905556124,97,140
2905556125,97,141
2927293912,39,227
2950460634,233,224
3124227249,36,209
3124363628,39,222
3212415597,78,123
3221626900,171,200
3221646920,201,193
3221646928,206,200
3223010294,69,105
3233907012,30,109
3234185690,60,135
3236607063,54,211
3238005294,80,129
3238005295,80,129
3253570352,32,103
3253570353,39,102
3254825985,121,137
3254826012,118,132
3254826020,121,136
3254826023,119,133
3255219365,118,133
3255219368,118,133
3255219369,119,133
3255265239,115,122
3255265242,115,121
3258102293,111,107
3258309960,104,112
3258357802,98,109
3258357805,98,109
3258357818,98,109
3258357821,98,110
3258357826,98,110
3274396662,95,138
3274396666,96,138
3296339871,219,217
3296383656,221,216
3296383658,221,215
3296386863,221,216
3296399863,217,223
3296399869,218,221
3296399870,216,223
3296399875,217,222
3296399877,217,222
3307717603,169,185
3307717615,175,190
3307717620,176,191
3307821765,104,119
3310626162,108,116
3310884770,87,132
3310884774,87,132
3312613110,111,145
3317653534,96,114
3317653535,96,115
3317653540,95,114
3317653543,94,114
3317653545,96,115
3317653546,96,115
3320212318,111,107
3324085541,107,154
3328610208,81,115
3328610212,81,115
3328610214,82,115
3328610215,81,115
3328610218,81,114
3328619455,80,118
3356734231,96,139
3356734232,96,139
3363412424,100,140
3364334981,102,174
3364354803,108,166
3364354815,107,166
3365662814,84,126
3396761451,93,121
3404170489,68,109
3404171995,68,109
3433358640,95,115
3433358645,95,115
3433390208,17,102
3433390240,17,103
3467839287,99,127
3500881553,42,72
3500881561,43,72
3500881562,44,73
3500881566,43,71
3500881570,42,71
3500881571,42,72
3500881574,42,72
3500881575,43,72
3500881581,43,72
3500881586,42,73
3501606522,68,205
3501606532,68,204
3501606534,67,204
3501606539,68,204
3501606555,68,204
3517382850,125,79
3517382878,126,79
3517382880,125,78
3517382885,126,79
3517391815,136,76
3541688798,86,111
3541688803,81,104
3637739003,55,213
3664676338,111,145
3680234929,94,120
3683003822,112,137
3683366559,107,154
3702183950,110,128
3702183953,113,132
3702183957,112,132
3755316673,179,191
3768804335,60,174
3771453045,128,170
3799434813,95,130
3806668076,110,169
3824573783,98,125
3889178192,104,120
3899326299,61,168
3912371989,174,239
3914290653,68,107
4060225100,112,128
4060225101,111,129
4061347867,74,112
4061347869,74,112
4083222900,47,110
4102811116,78,124
4189002641,122,139
4241031627,92,134
4395397521,69,219
4398492311,213,211
4398492325,211,208
4398492326,210,211
4398492331,213,207
4398492337,212,208
4398492341,209,207
4398492354,203,204
4398492357,212,210
4398492359,209,207
4398492364,215,215
4398612754,114,132
4398612756,114,131
4418656401,198,200
4445323970,97,130
4471382892,38,212
4477022275,179,192
4498334296,126,77
4498339054,126,63
4498339069,126,65
4498339080,125,68
4498349988,127,59
4498350089,126,62
4498357566,128,55
4507126346,21,105
4510755289,111,132
4517966201,114,131
4517966202,113,130
4539513652,198,194
4539513655,204,188
4539513683,210,180
4571982632,83,122
4576828756,114,130
4580718633,67,147
4580723673,61,174
4580723676,61,174
4580723678,61,174
4580723688,61,173
4580724889,61,174
4647216955,97,186
4647216959,94,187
4647216962,91,189
4684642158,89,217
4699935197,218,209
4703908144,232,227
4846543455,97,139
4868397400,93,120
4873291610,48,138
4914344626,26,105
4914344637,27,106
4914344642,27,106
4914363816,23,92
4914380323,23,92
4914380325,23,92
4914380330,23,92
4914380338,23,92
4948833922,104,146
4953709078,219,214
4954475561,219,214
4988568531,201,190
5014424859,82,193
5026682029,71,112
5026682030,70,112
5057849807,97,121
5057849813,97,121
5071256201,39,104
5071256205,39,103
5071256208,39,104
5071256212,39,104
5071256218,40,103
5071256323,40,103
5071256327,40,103
5071256329,40,102
5071256337,40,102
5096243788,86,179
5110080804,60,89
5110080806,60,89
5142890216,90,184
5142890219,91,184
5142890326,91,184
5172520093,45,212
5172520094,45,213
5172520109,46,214
5172521423,47,215
5172521425,47,214
5172521431,48,215
5172521444,49,215
5172521450,50,216
5172521454,51,215
5172521459,51,217
5172521462,52,216
5172521464,52,217
5172521501,53,213
5172636164,55,216
5172636196,55,214
5172636203,55,214
5172636213,56,214
5172636216,56,215
5172636222,56,214
5172636223,56,214
5172636226,56,214
5172636248,57,213
5172636293,61,208
5172636304,62,208
5172636310,62,208
5172636311,62,209
5172636320,62,209
5172636322,62,208
5172636355,61,209
5181247049,47,225
5181247058,47,225
5181247062,47,225
5181247067,48,225
5181247072,48,225
5181900329,39,229
5181900349,39,234
5181900486,51,223
5181900494,52,223
5181900496,52,224
5181900497,52,223
5188754889,124,80
5217907266,13,104
5217907276,16,105
5280349327,67,146
5280349342,67,146
5280349349,68,145
5287291450,65,195
5287291457,66,194
5287291461,66,194
5287291513,53,201
5287291961,49,208
5287291965,54,203
5287291969,49,208
5287291982,48,209
5299239999,31,108
5299242349,30,109
5299242351,18,94
5301033084,200,191
5301033085,199,192
5305250272,116,161
5316911380,78,124
5317051538,112,145
5317051546,111,145
5320204501,95,139
5347156659,50,231
5356864579,40,195
5448682055,77,130
5459593591,43,73
5518705177,159,250
5879268154,112,116
5918653976,118,130
6201323394,84,98
6449281542,133,188
6449281569,133,189
6462152431,117,122
6566849020,58,106
6594715750,139,160
6594715760,139,160
6594715765,140,161
6594844386,145,172
6595074204,223,224
6674020549,61,132
6674020555,61,132
6674020561,62,132
6786608550,173,242
6827641965,23,107
6828390278,125,64
6923618609,53,81
6935618785,96,129
6935618793,96,129
6936012705,104,146
6939299307,201,195
6939299322,201,195
6942764100,100,101
7093441387,202,198
7371334789,117,127
7741552921,84,98
7741552922,84,99
7741552932,84,99
7889437808,98,109
7896470724,159,179
7896470727,159,179
7896470730,163,181
7896470731,159,179
7924787893,202,190
7924787912,203,188
8012890918,53,215
8012890919,53,214
8349773300,59,114
8378667787,217,223
9007656830,104,171
9051264525,98,110
9051264526,98,110
9051264531,105,112
9051264542,115,122
9067057054,105,112
9177598456,83,98
9265904912,85,99
9439977299,13,109
9439977300,12,108
9439977302,10,108
9439977303,10,108
9439977304,10,107
9439977306,14,111
9439977307,13,111
9439977309,12,110
9439977311,10,109
9439977313,10,109
9513937746,109,131
9513937760,109,131
9513937811,113,132
9513946027,117,133
9514094942,5,39
9519110452,106,131
9577302141,65,182
9588383707,108,168
9588386621,108,166
9588480689,85,180
9588488758,62,177
9588488793,69,205
9588488833,71,202
9588488834,71,202
9588526325,82,181
9588526348,80,181
9588526351,84,191
9588526379,84,191
9588526386,84,191
9589542590,87,163
9589542595,88,164
9589791265,42,107
9589791312,58,106
9589791421,57,106
9589791423,57,106
9590032622,241,227
9590032632,241,228
9590032644,241,227
9590032693,236,223
9590032748,233,224
9590032755,233,224
9590032781,230,222
9590032822,219,213
9590032831,219,214
9590032867,208,201
9590032874,209,202
9604788301,9,108
9856202107,176,191
10095540096,20,112
10095540114,16,112
10286199644,118,150
10768570402,94,119
10768965666,93,118
11074626859,18,109
11074626892,15,109
11074980791,144,115
11422711158,93,119
11691563563,82,121
11738265529,21,115
11738265535,21,116
11738265552,22,115
11765859771,94,119
11886903134,103,138
